temperature,wavenumber,cia_coefficient,uncertainty
296,9122.49,5.34732362800082E-8,2.91343182481419E-10
296,9122.5,5.34826013330099E-8,2.91439505539511E-10
296,9122.51,5.34919777137061E-8,2.91772421115458E-10
296,9122.52,5.35013653088793E-8,2.92024598176123E-10
296,9122.53,5.3519883834025E-8,2.92149853523202E-10
296,9122.54,5.35297772175387E-8,2.92154518036867E-10
296,9122.55,5.35369228505717E-8,2.92273259389979E-10
296,9122.56,5.35440967031111E-8,2.92531062976604E-10
296,9122.57,5.35536308513313E-8,2.92838520173617E-10
296,9122.58,5.35627510833586E-8,2.93115457251071E-10
296,9122.59,5.35719141491367E-8,2.93366352710746E-10
296,9122.6,5.35827400408415E-8,2.93486539656401E-10
296,9122.61,5.35941063081607E-8,2.93509609663748E-10
296,9122.62,5.36063171527225E-8,2.9353772486762E-10
296,9122.63,5.3612143619371E-8,2.93613056619344E-10
296,9122.64,5.36178561620917E-8,2.93889905949993E-10
296,9122.65,5.36298517593899E-8,2.94290685508699E-10
296,9122.66,5.36431953742448E-8,2.94175709569045E-10
296,9122.67,5.36436992388622E-8,2.93934600137704E-10
296,9122.68,5.3649351739017E-8,2.93919234038316E-10
296,9122.69,5.36603409199944E-8,2.94033448138967E-10
296,9122.7,5.36696132140953E-8,2.94148987558938E-10
